id,text,theme,polarity,theme_starts,theme_ends,polarity_id
g187253-d2027102-r115708876,La cuisine sans prétention reste simple et de bonne qualité.,cuisine,positive,3,10,2
g187253-d2027102-r115708876,"Portions équilibrées, sauf peut-être pour l'entrée (moules gratinées) qui était trop petite tant les moules étaient bonnes.",Portions,positive,0,8,2
g187253-d2027102-r115708876,"Portions équilibrées, sauf peut-être pour l'entrée (moules gratinées) qui était trop petite tant les moules étaient bonnes.",moules,positive,101,107,2
g187253-d2027102-r115708876,"Portions équilibrées, sauf peut-être pour l'entrée (moules gratinées) qui était trop petite tant les moules étaient bonnes.",entrée,negative,44,50,1
g187253-d2027102-r115708876,"Le vin blanc était tout à fait adéquat et à un prix plus que raisonnable, 14 euros...",vin blanc,positive,3,12,2
g187253-d2027102-r115708876,"Le vin blanc était tout à fait adéquat et à un prix plus que raisonnable, 14 euros...",vin blanc,positive,3,12,2
g187253-d2027102-r115708876,Nous recommandons ce petit restaurant qui se trouve dans le quartier du Panier.,restaurant,positive,27,37,2
g187253-d2161275-r243891446,Une bonne surprise sur le port de Marseille.,port de Marseille,positive,26,43,2
g187253-d2161275-r243891446,"Les prix pratiqués sont corrects, et la nourriture est bonne, en quantité et avec un large choix (un plateau de fromages affiche plus de 30 spécimens !)",nourriture,positive,40,50,2
g187253-d2161275-r243891446,"Les prix pratiqués sont corrects, et la nourriture est bonne, en quantité et avec un large choix (un plateau de fromages affiche plus de 30 spécimens !)",plateau de fromages,positive,101,120,2
g187253-d2161275-r243891446,"Les prix pratiqués sont corrects, et la nourriture est bonne, en quantité et avec un large choix (un plateau de fromages affiche plus de 30 spécimens !)",nourriture,positive,40,50,2
g187253-d2161275-r243891446,"On repart donc repu et heureux d'avoir passé un bon moment pour pas trop cher (sur le port, c'est assez remarquable).",port,positive,86,90,2
g187253-d2185886-r237459426,"certes cet établissement est bien situé, mais ça ne justifie pas les tarifs pratiqués pour une qualité juste moyenne.",établissement,positive,11,24,2
g187253-d2185886-r237459426,"Le plat du jour comme son nom l'indique est plutôt un gage de fraicheur et qualité; ce jour là si le sanglier était convenable, l'accompagnement très limite à savoir des pâtes desséchées et froides.",sanglier,neutral,101,109,0
g187253-d2185886-r237459426,"Le plat du jour comme son nom l'indique est plutôt un gage de fraicheur et qualité; ce jour là si le sanglier était convenable, l'accompagnement très limite à savoir des pâtes desséchées et froides.",accompagnement,negative,130,144,1
g187253-d2185886-r237459426,"Le plat du jour comme son nom l'indique est plutôt un gage de fraicheur et qualité; ce jour là si le sanglier était convenable, l'accompagnement très limite à savoir des pâtes desséchées et froides.",pâtes,negative,170,175,1
g187253-d2185886-r237459426,"Le plat du jour comme son nom l'indique est plutôt un gage de fraicheur et qualité; ce jour là si le sanglier était convenable, l'accompagnement très limite à savoir des pâtes desséchées et froides.",plat du jour,positive,3,15,2
g187253-d2185886-r237459426,"Un service convenable, mais à ne pas renouveler, il y a tant de petits restaurants qui savent servir une cuisine de meilleure qualité",service,neutral,3,10,0
g187253-d2189616-r221189178,mais grosse déception :,mais grosse déception,negative,0,21,1
g187253-d2189616-r221189178,une pizza assez bonne mais servie sans couverts ?,pizza,positive,4,9,2
g187253-d2189616-r221189178,"Une bière pression à 3,7 euros sans bulle avec un goût d'eau, bref une bière coupée à l'eau.",bière pression,negative,4,18,1
g187253-d2189616-r221189178,"Une bière pression à 3,7 euros sans bulle avec un goût d'eau, bref une bière coupée à l'eau.",bière pression,negative,4,18,1
g187253-d2189616-r221189178,J'ai retenté ma chance avec une bière bouteille 6 euros arrivée ouverte avec une rondelle de citron à l'intérieur ??,bière bouteille,negative,32,47,1
g187253-d2189616-r221189178,J'ai retenté ma chance avec une bière bouteille 6 euros arrivée ouverte avec une rondelle de citron à l'intérieur ??,bière bouteille,negative,32,47,1
g187253-d2189616-r221189178,La voisine à la table d'à côté a renvoyé son verre de vin blanc sous prétexte qu'il y avait tellement de glaçons qu'elle n'avait plus le goût du vin.,verre de vin blanc,negative,45,63,1
g187253-d2189616-r221189178,Serveurs de 18 ans très sympas mais tips pas possible là ....,Serveurs,positive,0,8,2
g187253-d2244194-r278706020,"par esprit masochiste sans doute, je suis retourné dans ce ""restaurant"" en me disant que peut-être.... en fait rien n'a changé, service nul, avec du personnel mal fagoté, mal habillé, peu professionnel.On attend 20mn pour avoir la carte, si on ne prend pas d'apéro.",restaurant,negative,60,70,1
g187253-d2244194-r278706020,"par esprit masochiste sans doute, je suis retourné dans ce ""restaurant"" en me disant que peut-être.... en fait rien n'a changé, service nul, avec du personnel mal fagoté, mal habillé, peu professionnel.On attend 20mn pour avoir la carte, si on ne prend pas d'apéro.",service,negative,128,135,1
g187253-d2244194-r278706020,"par esprit masochiste sans doute, je suis retourné dans ce ""restaurant"" en me disant que peut-être.... en fait rien n'a changé, service nul, avec du personnel mal fagoté, mal habillé, peu professionnel.On attend 20mn pour avoir la carte, si on ne prend pas d'apéro.",personnel,negative,149,158,1
g187253-d2244194-r278706020,"la situation est bonne mais la cuisine st détestable, c'est une mangeoire à touristes, comme l'est la place où on ""attend"" vraiment le touriste.",situation,positive,3,12,2
g187253-d2244194-r278706020,"la situation est bonne mais la cuisine st détestable, c'est une mangeoire à touristes, comme l'est la place où on ""attend"" vraiment le touriste.",cuisine,negative,31,38,1
g187253-d2244194-r278706020,"la situation est bonne mais la cuisine st détestable, c'est une mangeoire à touristes, comme l'est la place où on ""attend"" vraiment le touriste.",mangeoire à touristes,negative,64,85,1
g187253-d2244194-r278706020,"Vin au verre pas frais, en bouteille assez cher et une bière en bouteille peu covaincante",Vin au verre,negative,0,12,1
g187253-d2244194-r278706020,"Vin au verre pas frais, en bouteille assez cher et une bière en bouteille peu covaincante",bouteille,negative,27,36,1
g187253-d2244194-r278706020,"Vin au verre pas frais, en bouteille assez cher et une bière en bouteille peu covaincante",bière en bouteille,negative,55,73,1
g187253-d2244194-r278706020,"service de cantine, la serveuse porte la ""soupe"" de poissons entre ses 2 mains par ce que l'assiette est chaude, sans liteau, sans classe vraiment",service,negative,0,7,1
g187253-d2244194-r278706020,"service de cantine, la serveuse porte la ""soupe"" de poissons entre ses 2 mains par ce que l'assiette est chaude, sans liteau, sans classe vraiment",serveuse,negative,23,31,1
g187253-d2248119-r222961718,"Attirés par la devanture se déclinant comme plutôt chic, certes le prix du menu à 15€ n'inspirait pas une cuisine raffinée... mais là c'est pire que tout...",menu,positive,75,79,2
g187253-d2248119-r222961718,Du surgelé mais du surgelé pas bon !!! Poulpes marinés.... c'est à dire un poulpe qui ressemble à du vrai caoutchouc avec du vinaigre....en gros une simple salade!,poulpe,negative,75,81,1
g187253-d2248119-r222961718,Des moules marinières qui baignanit....dans leur eau oui sans sauce : sans intérets!!!,moules marinières,negative,4,21,1
g187253-d2248119-r222961718,Pour moi le pire reste le service!!,service,negative,26,33,1
g187253-d2248119-r222961718,"Un management inexistant : 15 à 20 minutes d'attente entre chaque plat, une serveuse qui sert des plats sur la table à côté mais qui ne nous débarasse que 10 minutes après...et le must....quand au choix du dessert il ne restait plus qu'un dessert aux fruits rouges sur les 4 possibilités du menu... mon ami n'aimant pas ces derniers...le patron a refusé d'échanger le café contre le dessert qu'il ne prenait pas.....",serveuse,negative,76,84,1
g187253-d2248119-r222961718,"Un management inexistant : 15 à 20 minutes d'attente entre chaque plat, une serveuse qui sert des plats sur la table à côté mais qui ne nous débarasse que 10 minutes après...et le must....quand au choix du dessert il ne restait plus qu'un dessert aux fruits rouges sur les 4 possibilités du menu... mon ami n'aimant pas ces derniers...le patron a refusé d'échanger le café contre le dessert qu'il ne prenait pas.....",dessert,negative,206,213,1
g187253-d2248119-r222961718,"Un management inexistant : 15 à 20 minutes d'attente entre chaque plat, une serveuse qui sert des plats sur la table à côté mais qui ne nous débarasse que 10 minutes après...et le must....quand au choix du dessert il ne restait plus qu'un dessert aux fruits rouges sur les 4 possibilités du menu... mon ami n'aimant pas ces derniers...le patron a refusé d'échanger le café contre le dessert qu'il ne prenait pas.....",patron,negative,338,344,1
g187253-d2248119-r222961718,"Un management inexistant : 15 à 20 minutes d'attente entre chaque plat, une serveuse qui sert des plats sur la table à côté mais qui ne nous débarasse que 10 minutes après...et le must....quand au choix du dessert il ne restait plus qu'un dessert aux fruits rouges sur les 4 possibilités du menu... mon ami n'aimant pas ces derniers...le patron a refusé d'échanger le café contre le dessert qu'il ne prenait pas.....",attente,negative,45,52,1
g187253-d2248119-r222961718,"Un management inexistant : 15 à 20 minutes d'attente entre chaque plat, une serveuse qui sert des plats sur la table à côté mais qui ne nous débarasse que 10 minutes après...et le must....quand au choix du dessert il ne restait plus qu'un dessert aux fruits rouges sur les 4 possibilités du menu... mon ami n'aimant pas ces derniers...le patron a refusé d'échanger le café contre le dessert qu'il ne prenait pas.....",management,negative,3,13,1
g187253-d2248119-r222961718,Quant à la salade de fruit acide et pétillante... je soupconne qu'ils y aient mis de l'orangina...,salade de fruit,negative,11,26,1
g187253-d2261564-r243521218,Resto de bord de mer idéalement situé.,Resto,positive,0,5,2
g187253-d2261564-r243521218,"Bon service, accueil chaleureux.",service,positive,4,11,2
g187253-d2261564-r243521218,"Bon service, accueil chaleureux.",accueil,positive,13,20,2
g187253-d2261564-r243521218,"Néanmoins, repas onéreux, sans grand choix, lourds et très gras.",repas,negative,11,16,1
g187253-d2261564-r243521218,"Néanmoins, repas onéreux, sans grand choix, lourds et très gras.",repas,negative,11,16,1
g187253-d2261564-r243521218,"Néanmoins, repas onéreux, sans grand choix, lourds et très gras.",repas,negative,11,16,1
g187253-d2261564-r243521218,"Je ne retournerai pas dans ce restaurant, même après 10 heures de digestion, la salade de chèvre chaud n'est toujours pas passée.",restaurant,negative,30,40,1
g187253-d2261564-r243521218,"Je ne retournerai pas dans ce restaurant, même après 10 heures de digestion, la salade de chèvre chaud n'est toujours pas passée.",salade de chèvre chaud,negative,80,102,1
g187253-d2290839-r195921991,....quel accueil froid et quel service antipathique!,accueil,negative,9,16,1
g187253-d2290839-r195921991,....quel accueil froid et quel service antipathique!,service,negative,31,38,1
g187253-d2290839-r195921991,"Amateurs de brunch nous y sommes allés un dimanche pour bruncher au soleil sur la terrasse: le brunch est servi à table et non en buffet, il est copieux et plutôt bon: il y a des œufs, du bacon, de la saucisse, des viennoiseries, du saumon et de la salade de fruit , du fromage blanc entres autres, son prix est correct , cependant nous avons été très déçus du service : serveuse speed et mal aimable, elle ne nous a pas débarrassé l'assiette de salé alors qu elle nous avait apporté le café pour les viennoiseries, nous avons mangé nos gaufres sur un coin de table pour ne pas les mélanger au reste de saucisse....pas très pro!",brunch,positive,95,101,2
g187253-d2290839-r195921991,"Amateurs de brunch nous y sommes allés un dimanche pour bruncher au soleil sur la terrasse: le brunch est servi à table et non en buffet, il est copieux et plutôt bon: il y a des œufs, du bacon, de la saucisse, des viennoiseries, du saumon et de la salade de fruit , du fromage blanc entres autres, son prix est correct , cependant nous avons été très déçus du service : serveuse speed et mal aimable, elle ne nous a pas débarrassé l'assiette de salé alors qu elle nous avait apporté le café pour les viennoiseries, nous avons mangé nos gaufres sur un coin de table pour ne pas les mélanger au reste de saucisse....pas très pro!",terrasse,positive,82,90,2
g187253-d2290839-r195921991,"Amateurs de brunch nous y sommes allés un dimanche pour bruncher au soleil sur la terrasse: le brunch est servi à table et non en buffet, il est copieux et plutôt bon: il y a des œufs, du bacon, de la saucisse, des viennoiseries, du saumon et de la salade de fruit , du fromage blanc entres autres, son prix est correct , cependant nous avons été très déçus du service : serveuse speed et mal aimable, elle ne nous a pas débarrassé l'assiette de salé alors qu elle nous avait apporté le café pour les viennoiseries, nous avons mangé nos gaufres sur un coin de table pour ne pas les mélanger au reste de saucisse....pas très pro!",brunch,positive,95,101,2
g187253-d2290839-r195921991,"Amateurs de brunch nous y sommes allés un dimanche pour bruncher au soleil sur la terrasse: le brunch est servi à table et non en buffet, il est copieux et plutôt bon: il y a des œufs, du bacon, de la saucisse, des viennoiseries, du saumon et de la salade de fruit , du fromage blanc entres autres, son prix est correct , cependant nous avons été très déçus du service : serveuse speed et mal aimable, elle ne nous a pas débarrassé l'assiette de salé alors qu elle nous avait apporté le café pour les viennoiseries, nous avons mangé nos gaufres sur un coin de table pour ne pas les mélanger au reste de saucisse....pas très pro!",brunch,positive,95,101,2
g187253-d2290839-r195921991,"Amateurs de brunch nous y sommes allés un dimanche pour bruncher au soleil sur la terrasse: le brunch est servi à table et non en buffet, il est copieux et plutôt bon: il y a des œufs, du bacon, de la saucisse, des viennoiseries, du saumon et de la salade de fruit , du fromage blanc entres autres, son prix est correct , cependant nous avons été très déçus du service : serveuse speed et mal aimable, elle ne nous a pas débarrassé l'assiette de salé alors qu elle nous avait apporté le café pour les viennoiseries, nous avons mangé nos gaufres sur un coin de table pour ne pas les mélanger au reste de saucisse....pas très pro!",service,negative,361,368,1
g187253-d2290839-r195921991,"Amateurs de brunch nous y sommes allés un dimanche pour bruncher au soleil sur la terrasse: le brunch est servi à table et non en buffet, il est copieux et plutôt bon: il y a des œufs, du bacon, de la saucisse, des viennoiseries, du saumon et de la salade de fruit , du fromage blanc entres autres, son prix est correct , cependant nous avons été très déçus du service : serveuse speed et mal aimable, elle ne nous a pas débarrassé l'assiette de salé alors qu elle nous avait apporté le café pour les viennoiseries, nous avons mangé nos gaufres sur un coin de table pour ne pas les mélanger au reste de saucisse....pas très pro!",serveuse,negative,371,379,1
g187253-d2290839-r195921991,Dommage car le brunch était chouette mais l'accueil et le service ne méritent pas que nous revenions .,brunch,positive,15,21,2
g187253-d2290839-r195921991,Dommage car le brunch était chouette mais l'accueil et le service ne méritent pas que nous revenions .,accueil,negative,44,51,1
g187253-d2290839-r195921991,Dommage car le brunch était chouette mais l'accueil et le service ne méritent pas que nous revenions .,service,negative,58,65,1
g187253-d3158560-r267967733,"Une fois le repas à table, une catastrophe, sans parler des erreurs ou des oublis, une impression de viande avariée et j en passe...",viande,negative,101,107,1
g187253-d3158560-r267967733,"Une fois le repas à table, une catastrophe, sans parler des erreurs ou des oublis, une impression de viande avariée et j en passe...",repas,negative,12,17,1
g187253-d3158560-r267967733,"En allant aux toilettes nous avons aperçu un établissement dans un état plus que laborieux, pire que dans nos pires cauchemars, sale, délabré, comment peut-on faire a manger dans un endroit pareil, je me sentais mal à voir ça.",établissement,negative,45,58,1
g187253-d3159170-r200522623,"Sous le soleil de l'Estaque, la terrasse de ce restaurant a un petit côté déco bien sympa (table façon teck, ""sets"" en ardoise).",déco,positive,74,78,2
g187253-d3159170-r200522623,"Sous le soleil de l'Estaque, la terrasse de ce restaurant a un petit côté déco bien sympa (table façon teck, ""sets"" en ardoise).",terrasse,positive,32,40,2
g187253-d3159170-r200522623,"Le grand +, c'est l'accueil souriant des 2 serveuses, disponibles et connaissant bien les plats.",serveuses,positive,43,52,2
g187253-d3159170-r200522623,"Ai choisi un loup de mer fraichement pêché avec sa ratatouille sur purée accompagné d'une huile d'olive aux agrumes et herbes, le tout se révélant un peu insipide.",loup de mer fraichement pêché avec sa ratatouille sur purée accompagné d'une huile d'olive aux agrumes et herbes,negative,13,125,1
g187253-d3159170-r200522623,Je suis d'autant + désolée de l'écrire que le service est un bonheur de gentillesse.,service,positive,46,53,2
g187253-d3159170-r200522623,Le dessert ne m'a pas laissé de souvenir mémorable (un thé gourmand).,dessert,negative,3,10,1
g187253-d3247810-r266613025,"Une cuisine toujours fraiche et fine, de très bons produits, cuisinés avec talent et amour.",cuisine,positive,4,11,2
g187253-d3247810-r266613025,"Une cuisine toujours fraiche et fine, de très bons produits, cuisinés avec talent et amour.",produits,positive,51,59,2
g187253-d3247810-r266613025,"Un accueil et service toujours parfait, un très bon choix de vin ( même les pichets sont très bon), d apéritifs et surtout tester les coktails!!",accueil,positive,3,10,2
g187253-d3247810-r266613025,"Un accueil et service toujours parfait, un très bon choix de vin ( même les pichets sont très bon), d apéritifs et surtout tester les coktails!!",service,positive,14,21,2
g187253-d3247810-r266613025,"Un accueil et service toujours parfait, un très bon choix de vin ( même les pichets sont très bon), d apéritifs et surtout tester les coktails!!",vin,positive,61,64,2
g187253-d3247810-r266613025,"Un accueil et service toujours parfait, un très bon choix de vin ( même les pichets sont très bon), d apéritifs et surtout tester les coktails!!",pichets,positive,76,83,2
g187253-d3247810-r266613025,"Un accueil et service toujours parfait, un très bon choix de vin ( même les pichets sont très bon), d apéritifs et surtout tester les coktails!!",coktails,positive,134,142,2
g187253-d3247810-r266613025,"Un accueil et service toujours parfait, un très bon choix de vin ( même les pichets sont très bon), d apéritifs et surtout tester les coktails!!",apéritifs,positive,102,111,2
g187253-d3247810-r266613025,"Entre la terrasse l été et les tables au coin de la cheminée l hiver, la musique, le cadre réunit tous les ingrédients pour passer une superbe soirée.",terrasse,positive,9,17,2
g187253-d3247810-r266613025,"Entre la terrasse l été et les tables au coin de la cheminée l hiver, la musique, le cadre réunit tous les ingrédients pour passer une superbe soirée.",musique,positive,73,80,2
g187253-d3247810-r266613025,"Entre la terrasse l été et les tables au coin de la cheminée l hiver, la musique, le cadre réunit tous les ingrédients pour passer une superbe soirée.",cadre,positive,85,90,2
g187253-d3247810-r266613025,"Entre la terrasse l été et les tables au coin de la cheminée l hiver, la musique, le cadre réunit tous les ingrédients pour passer une superbe soirée.",cheminée,positive,52,60,2
g187253-d3347069-r275887686,"A lire les différents commentaires élogieux, je me demande un peu si j'étais au même endroit ou si j'étais de mauvaise humeur ce jour-là...",endroit,negative,85,92,1
g187253-d3347069-r275887686,"Cela étant, je n'ai pas trouvé le personnel sympathique, certes nous avons fini le déjeuner un peu tard (16h) mais on s'est fait pousser vers la sortie car le restaurant fermait (à quoi bon si c'est pour réouvrir deux heures plus tard ?!).",personnel,negative,34,43,1
g187253-d3347069-r275887686,"La cuisine ne laisse pas de souvenir particulier, plutôt standard et pour le prix au final, on peut franchement s'attendre à beaucoup mieux !",cuisine,neutral,3,10,0
g187253-d3347069-r275887686,"Bref, ne correspond pas à ce qu'on m'en avait dit ni à ce que j'ai pu lire au sujet de ce restaurant...",restaurant,negative,90,100,1
g187253-d3367883-r261318845,"Nous etions 5 ce jour a vouloir dejeuner en terasse de cet etablissement, avec son grand choix la carte convient a tout le monde.",carte,positive,98,103,2
g187253-d3367883-r261318845,Si cela nous avait ete communique en nous installant nous aurions decide de changer de restaurant.,restaurant,negative,87,97,1
g187253-d3367883-r261318845,"J ai du prendre les olives laissees par les clients de la table d a cote ( avec les noyaux sur la table qui n ont pas ete ramasses pendant notre attente ) je demande un cendrier pour y mettre nos noyaux le server me dit ""vous en demandez des choses vous""",server,negative,206,212,1
g187253-d3367883-r261318845,"Comme nous etions en train de boire nos consommations nous avons decide de faire un effort en commandant tous une viande, ne voyant pas le server revenir et au bout de 10 mn nous nous sommes leves pour aller regler la note dans le bureau de tabac apres avoir du attendre car 1 seule caisse le patron me demande d une facon moyennent aimable le numero de table.",server,negative,139,145,1
g187253-d3367883-r261318845,"Comme nous etions en train de boire nos consommations nous avons decide de faire un effort en commandant tous une viande, ne voyant pas le server revenir et au bout de 10 mn nous nous sommes leves pour aller regler la note dans le bureau de tabac apres avoir du attendre car 1 seule caisse le patron me demande d une facon moyennent aimable le numero de table.",patron,negative,293,299,1
g187253-d3482968-r264400769,"Le restaurant présente un cadre de type ""montagnard"" très jolie, par contre il est vrai que l'odeur est un peu désagréable en rentrant dans la salle.",cadre,positive,26,31,2
g187253-d3482968-r264400769,"Le restaurant présente un cadre de type ""montagnard"" très jolie, par contre il est vrai que l'odeur est un peu désagréable en rentrant dans la salle.",odeur,negative,94,99,1
g187253-d3482968-r264400769,"La cuisine est bonne, la serveuse était très souriante et a l'écoute du client.",cuisine,positive,3,10,2
g187253-d3482968-r264400769,"La cuisine est bonne, la serveuse était très souriante et a l'écoute du client.",serveuse,positive,25,33,2
g187253-d3482968-r264400769,"Un petit bémol pour une dame faisant partie du personnel, qui était on ne peu plus désagréable.",personnel,negative,47,56,1
g187253-d3482968-r264400769,"Cela reste quand même un bon resto, a tester.",resto,positive,29,34,2
g187253-d3531866-r270325180,"Déjà en arrivant, le cadre est exceptionnel !",cadre,positive,21,26,2
g187253-d3531866-r270325180,"La terrasse en bas à gauche du restaurant est à 3 mètres de la mer ; la plage est sur le côté droit (de l'autre côté de la salle de restaurant) donc nous ne sommes pas ""dérangés"" par les plagistes.",restaurant,positive,31,41,2
g187253-d3531866-r270325180,"La terrasse en bas à gauche du restaurant est à 3 mètres de la mer ; la plage est sur le côté droit (de l'autre côté de la salle de restaurant) donc nous ne sommes pas ""dérangés"" par les plagistes.",terrasse,positive,3,11,2
g187253-d3531866-r270325180,"Quant à la cuisine, elle est délicate, raffinée et en portions généreuses !",cuisine,positive,11,18,2
g187253-d3531866-r270325180,"Quant à la cuisine, elle est délicate, raffinée et en portions généreuses !",cuisine,positive,11,18,2
g187253-d3531866-r270325180,"Arrivages de poissons journalier, donc extra frais.",poissons,positive,13,21,2
g187253-d3531866-r270325180,"Pour ceux qui n'aiment pas le poisson, la carte est diversifiée ; les desserts sont très gourmands !!!",carte,positive,42,47,2
g187253-d3531866-r270325180,"Pour ceux qui n'aiment pas le poisson, la carte est diversifiée ; les desserts sont très gourmands !!!",desserts,positive,70,78,2
g187253-d3531866-r270325180,"Le service est sympa et décontracté, le serveur vous met à l'aise tout de suite.",service,positive,3,10,2
g187253-d3531866-r270325180,"Le service est sympa et décontracté, le serveur vous met à l'aise tout de suite.",serveur,positive,40,47,2
g187253-d3590719-r279323659,Repas de qualité à des pris très correct .,Repas,positive,0,5,2
g187253-d3590719-r279323659,Repas de qualité à des pris très correct .,Repas,positive,0,5,2
g187253-d3590719-r279323659,Des produits frais avec des bonnes positions de l'équipe qui est au petit soin .,produits,positive,4,12,2
g187253-d3590719-r279323659,Des produits frais avec des bonnes positions de l'équipe qui est au petit soin .,équipe,positive,50,56,2
g187253-d3590719-r279323659,Le petit plus une carte des a des pris très attractifs .,carte,positive,18,23,2
g187253-d3590719-r281453784,"Un excellent petit resto avec des produits frais et plats faits maison, ce qui fait une carte réduite mais avec des plats avec un goût exquis.",produits,positive,34,42,2
g187253-d3590719-r281453784,"Un excellent petit resto avec des produits frais et plats faits maison, ce qui fait une carte réduite mais avec des plats avec un goût exquis.",carte,neutral,88,93,0
g187253-d3590719-r281453784,"Un excellent petit resto avec des produits frais et plats faits maison, ce qui fait une carte réduite mais avec des plats avec un goût exquis.",resto,positive,19,24,2
g187253-d3590719-r281453784,"Un excellent petit resto avec des produits frais et plats faits maison, ce qui fait une carte réduite mais avec des plats avec un goût exquis.",plats,positive,52,57,2
g187253-d3590719-r281453784,Je ne peux que conseiller ce restaurant avec un accueil excellent et une très bonne cuisine.,accueil,positive,48,55,2
g187253-d3590719-r281453784,Je ne peux que conseiller ce restaurant avec un accueil excellent et une très bonne cuisine.,cuisine,positive,84,91,2
g187253-d3590719-r281453784,Je ne peux que conseiller ce restaurant avec un accueil excellent et une très bonne cuisine.,restaurant,positive,29,39,2
g187253-d4083914-r280941580,Un bistrot comme je les aime.,bistrot,positive,3,10,2
g187253-d4083914-r280941580,La cuisine est simple mais de très bonne qualité.,cuisine,positive,3,10,2
g187253-d4083914-r280941580,La cuisine est simple mais de très bonne qualité.,cuisine,neutral,3,10,0
g187253-d4083914-r280941580,Service très agréable sur une belle terrasse.,Service,positive,0,7,2
g187253-d4083914-r280941580,Service très agréable sur une belle terrasse.,terrasse,positive,36,44,2
g187253-d4083914-r280941580,Une adresse à noter lors de vos passages sur Marseille.,adresse,positive,4,11,2
g187253-d4137659-r257264460,"Si je devais déjà définir le cadre, je dirais bluffant.",cadre,positive,29,34,2
g187253-d4137659-r257264460,"La vue est sublime, la salle est très agréable et tranquille.",vue,positive,3,6,2
g187253-d4137659-r257264460,"La vue est sublime, la salle est très agréable et tranquille.",salle,positive,23,28,2
g187253-d4137659-r257264460,"La cuisine est très fine, parfaitement adaptée en quantité.",cuisine,positive,3,10,2
g187253-d4137659-r257264460,"La cuisine est très fine, parfaitement adaptée en quantité.",cuisine,positive,3,10,2
g187253-d4137659-r257264460,"Le hic: le service, qui devrait être légèrement meilleur pour un restaurant de ce niveau (apéritifs arrivés à 15 minutes d'intervalle, deux serveurs ont voulu nous régler…), il manque un peu d'attention.",service,neutral,11,18,0
g187253-d4137659-r257264460,"Cependant le personnel reste très sympathique et l'attente n'est pas excessive (sauf pour l'apéritif, donc).",personnel,positive,13,22,2
g187253-d4137659-r257264460,"Cependant le personnel reste très sympathique et l'attente n'est pas excessive (sauf pour l'apéritif, donc).",attente,positive,51,58,2
g187253-d4379462-r259558222,Nous étions des habitués de ce restaurant guinguette qui était à l'époque très agréable avec une magnifique vue sur le vieux port et avec une nourriture sans prétention avec de bon produits simples et frais....,restaurant,positive,31,41,2
g187253-d4379462-r259558222,Nous étions des habitués de ce restaurant guinguette qui était à l'époque très agréable avec une magnifique vue sur le vieux port et avec une nourriture sans prétention avec de bon produits simples et frais....,vue,positive,108,111,2
g187253-d4379462-r259558222,Nous étions des habitués de ce restaurant guinguette qui était à l'époque très agréable avec une magnifique vue sur le vieux port et avec une nourriture sans prétention avec de bon produits simples et frais....,nourriture,positive,142,152,2
g187253-d4379462-r259558222,Nous étions des habitués de ce restaurant guinguette qui était à l'époque très agréable avec une magnifique vue sur le vieux port et avec une nourriture sans prétention avec de bon produits simples et frais....,produits,positive,181,189,2
g187253-d4379462-r259558222,"Mais que c'est-il passé, ce restaurant est devenu un attrape touristes très cher sans aucune qualité!!!",restaurant,negative,28,38,1
g187253-d4379462-r259558222,"Mais que c'est-il passé, ce restaurant est devenu un attrape touristes très cher sans aucune qualité!!!",restaurant,negative,28,38,1
g187253-d4379462-r259558222,Le service est déplorable et tout le restaurant se prend pour un 3* alors que la nourriture est vraiment très très mauvaise!!,service,negative,3,10,1
g187253-d4379462-r259558222,Le service est déplorable et tout le restaurant se prend pour un 3* alors que la nourriture est vraiment très très mauvaise!!,nourriture,negative,81,91,1
g187253-d4414030-r197767293,"Cuisine typique marocaine, carte simple avec toute les plats du pays.",Cuisine,positive,0,7,2
g187253-d4414030-r197767293,"Cuisine typique marocaine, carte simple avec toute les plats du pays.",carte,positive,27,32,2
g187253-d4414030-r197767293,"La patronne est amicale, prête a tout pour bien faire manger tout le monde.",patronne,positive,3,11,2
g187253-d4414030-r197767293,"Un plat (très copieux, et resservi si besoin) avec un thé a la menthe pour digérer : 12€",plat,positive,3,7,2
g187253-d4972334-r237403818,Aucune fausse note dans ce resto...,resto,positive,27,32,2
g187253-d4972334-r237403818,En commençant par l'accueil chaleureux et très sympathique (nous accepter à 14 un 1er novembre...beaucoup ne l'aurait pas fait),accueil,positive,20,27,2
g187253-d4972334-r237403818,Un cadre simple mais pourtant très authentique et étudié...un style américain années 70 tout en simplicité et goût.,cadre,positive,3,8,2
g187253-d4972334-r237403818,Le coeur...le repas!,repas,positive,14,19,2
g187253-d4972334-r237403818,Que ce sois les entrées...un prix très abordable (entre 5 et 7 euros) pour un rapport qualité/prix exceptionnel.,entrées,positive,16,23,2
g187253-d4972334-r237403818,Que ce sois les entrées...un prix très abordable (entre 5 et 7 euros) pour un rapport qualité/prix exceptionnel.,entrées,positive,16,23,2
g187253-d4972334-r237403818,Je vous conseille le tartare de saumon à la Thaï.,tartare de saumon à la Thaï,positive,21,48,2
g187253-d4972334-r237403818,Ensuite les plats...pas de doutes la spécialité très maîtrisé est le burger maison!,burger,positive,69,75,2
g187253-d4972334-r237403818,"Un pain élaboré par un boulanger du coin, un steack haché frais, la qualité des produits frais, les frites maison, la petite salade accompagné d'une vinaigrette bien relevée.",pain,positive,3,7,2
g187253-d4972334-r237403818,"Un pain élaboré par un boulanger du coin, un steack haché frais, la qualité des produits frais, les frites maison, la petite salade accompagné d'une vinaigrette bien relevée.",salade,positive,125,131,2
